,OverallQual,SF,GrLivArea,GarageCars,baths,ExterQual_TA,BsmtQual_Ex,TotRmsAbvGrd,GarageYrBlt,KitchenQual_TA,YearRemodAdd,KitchenQual_Ex,FireplaceQu_NA,MasVnrArea,Fireplaces,ExterQual_Gd,BsmtQual_TA,ExterQual_Ex,HeatingQC_Ex,Neighborhood_NridgHt,GarageFinish_Fin,GarageFinish_Unf,porch,LotArea,MasVnrType_None,SaleType_New,MSSubClass_60,GarageType_Detchd,FireplaceQu_Gd,MasVnrType_Stone,KitchenQual_Gd,GarageType_Attchd,GarageArea,ExterirorVinylSd,HeatingQC_TA,LotFrontage,BsmtExposure_Gd,MSZoning_RM,Neighborhood_NoRidge,GarageCond_TA,LotShape_Reg,BsmtExposure_No,CentralAir_Y,SaleType_WD,BsmtQual_Gd,GarageQual_TA,MSZoning_RL,GarageType_BuiltIn,Electrical_SBrkr,MSSubClass_30,RoofStyle_Hip,PavedDrive_Y,HouseStyle_2Story,FireplaceQu_Ex,RoofStyle_Gable,Neighborhood_StoneBr,PavedDrive_N,LotShape_IR1,MasVnrType_BrkFace,Electrical_FuseA,Neighborhood_OldTown,Neighborhood_NAmes,Fence_NA,Neighborhood_Edwards,GarageFinish_RFn,Neighborhood_IDOTRR,HouseStyle_1.5Fin,FireplaceQu_TA,ExterirorMetalSd,KitchenQual_Fa,BedroomAbvGr,MSSubClass_50,Fence_MnPrv,BsmtCond_NA,SaleCondition_Normal,LotConfig_CulDSac,Neighborhood_Somerst,Neighborhood_BrkSide,Alley_Grvl,SaleCondition_Abnorml,BldgType_1Fam,HeatingQC_Fa,GarageQual_Fa,BsmtCond_Fa,HeatingQC_Gd,GarageCond_Fa,Neighborhood_Timber,LotShape_IR2,BsmtExposure_Av,BsmtQual_Fa,Neighborhood_Sawyer,Electrical_FuseF,LandContour_HLS,Alley_NA,ExterQual_Fa,Functional_Typ,BldgType_Duplex,Neighborhood_MeadowV,MSSubClass_160,MSZoning_C (all),Condition_Norm,Neighborhood_BrDale,LandContour_Bnk,Fence_GdWo,BsmtCond_TA,ExterirorAsbShng,BldgType_Twnhs,BldgType_2fmCon,MSZoning_FV,HouseStyle_SFoyer,BsmtCond_Gd,PavedDrive_P,HouseStyle_1.5Unf,ExterirorHdBoard,MSSubClass_45,MSSubClass_180,SaleType_COD,OverallCond,BsmtFinTypeUnf,Neighborhood_CollgCr,FireplaceQu_Po,Neighborhood_Crawfor,MiscFeature_NA,Functional_Min2,Functional_Maj2,GarageType_CarPort,MiscFeature_Shed,Condition_PosN,MSSubClass_120,LotConfig_Inside,MSZoning_RH,Neighborhood_Veenker,Functional_Min1,GarageCond_Po,Neighborhood_SWISU,Neighborhood_ClearCr,Neighborhood_Mitchel,BsmtCond_Po,LowQualFinSFPercent,MasVnrType_NA,HouseStyle_1Story,Fence_MnWw,SaleCondition_AdjLand,MSSubClass_20,MSSubClass_85,Electrical_FuseP,LandContour_Low,BsmtExposure_Mn,GarageQual_Po,SaleCondition_Family,GarageQual_Gd,MasVnrType_BrkCmn,LotShape_IR3,SaleType_Con,SaleType_ConLD,Street_Grvl,MiscFeature_Othr,Neighborhood_Gilbert,Electrical_Mix,HouseStyle_2.5Fin,Neighborhood_NPkVill,HouseStyle_SLvl,MSSubClass_70,GarageQual_Ex,SaleType_Oth,Condition_Artery,RoofStyle_Gambrel,Functional_Maj1,ExterirorStucco,LandContour_Lvl,Condition_Feedr,HeatingQC_Po,ExterirorBrkFace,GarageType_Basment,ExterirorImStucc,SaleType_ConLw,MSSubClass_80,ExterirorAsphShn,GarageCond_Ex,Alley_Pave,Neighborhood_NWAmes,HouseStyle_2.5Unf,ExterirorCBlock,FireplaceQu_Fa,GarageType_2Types,MiscFeature_TenC,YrSold,RoofStyle_Shed,Neighborhood_Blmngtn,SaleType_CWD,Neighborhood_Blueste,SalePrice
24,5,7.385981775494942,5.705930352904723,1,2,1,0,6,68.0,0,51,0,0,0.0,1,0,1,0,1,0,0,1,496,9.529296336979552,1,0,0,0,0,0,1,1,1.7503962587941067,0,0,2.7703128959992873,0,0,0,1,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,100.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,154000
25,8,7.5011478845934505,6.324555320336759,3,2,0,0,7,107.0,0,57,0,0,640.0,1,1,0,0,1,1,0,0,56,10.921976179591915,0,0,0,0,1,1,1,1,1.9721457166452108,1,0,3.238531840464366,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,256300
26,5,7.085167717989782,5.477225575051661,2,2,1,0,5,105.0,0,50,0,1,0.0,0,0,1,0,0,0,0,1,254,9.211558703193814,1,0,0,1,0,0,1,0,1.888175022589804,0,1,2.7831576837137404,0,0,0,1,1,0,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,134800
27,8,8.247102781736615,6.4249151652843315,3,3,0,1,7,108.0,0,58,0,0,200.0,1,1,0,0,1,1,0,0,50,10.350624537383574,0,0,0,0,1,1,1,1,1.9442930780765169,1,0,3.1463462836457885,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,100.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,306000
28,5,8.126368680068376,6.324555320336759,1,2,1,0,6,57.0,1,47,0,0,0.0,2,0,1,0,0,0,0,0,546,11.302816871171364,1,0,0,0,1,0,0,1,1.779832235740946,0,1,2.6183304986958853,1,0,0,1,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,2,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207500
29,4,5.678823028867355,4.7753019278348,1,1,1,0,4,20.0,0,0,0,1,0.0,0,0,1,0,0,0,0,1,136,8.91759953172849,1,0,0,1,0,0,0,0,1.7299004998778658,0,0,2.7831576837137404,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,100.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,68500
30,4,6.658798581935838,6.024159246172706,1,1,1,0,6,20.0,1,0,0,1,0.0,0,0,1,0,0,0,0,1,226,9.601845894041878,1,0,0,1,0,0,0,0,1.736976732219687,0,1,2.6591479484724942,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,40000
31,5,7.03974763563691,5.91969855109789,1,2,1,0,6,66.0,0,56,0,1,0.0,0,0,1,0,0,0,0,1,65,9.614247763935083,1,0,0,0,0,0,1,1,1.7510434757409536,0,0,2.795009581389915,0,0,0,1,0,1,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,149350
32,8,7.048330965093572,5.9269162420689385,2,2,0,1,7,107.0,0,57,0,1,0.0,0,1,0,0,1,0,0,0,30,10.252522791273536,1,0,0,0,0,0,1,1,1.8556007362580844,1,0,3.036370276710811,0,0,0,1,1,0,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,179900
33,5,8.00974779436792,6.4211413515181714,2,3,1,0,6,59.0,0,9,0,0,0.0,1,0,1,0,0,0,0,0,38,10.135232030258116,1,0,0,0,1,0,1,1,1.8409023508141915,0,0,2.892507608519078,0,0,0,1,0,1,1,1,0,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,100.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,165500
34,9,8.086005450969601,6.285657684783416,2,3,0,1,6,105.0,0,55,1,0,246.0,1,0,0,1,1,1,1,0,250,9.247490489813616,0,0,0,0,1,0,0,1,1.8815141082430173,0,0,2.7831576837137404,0,0,0,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,100.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,277500
35,8,7.729237227888363,7.036879536595734,3,4,0,1,9,104.0,0,55,0,0,132.0,1,1,0,0,1,1,1,0,145,10.762717644455323,0,0,1,0,1,1,1,0,1.922860617877513,1,0,3.2237097954706257,0,0,0,1,1,0,1,1,0,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309000
36,5,6.843986682812984,5.755083867621599,2,2,1,0,6,95.0,1,45,0,1,0.0,0,0,0,0,1,0,0,1,456,10.208159761062046,1,0,0,0,0,0,0,1,1.917506864265442,1,0,3.2531531233955713,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,145000
37,5,7.854991496087656,6.00115707266009,2,2,1,0,5,54.0,1,40,0,0,650.0,1,0,1,0,0,0,1,0,0,9.610870195255158,0,0,0,0,0,0,0,1,1.8608995646190873,0,0,2.932972087668518,0,0,0,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,3,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,100.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,153000
38,5,7.303323997494452,5.701888846164727,1,2,1,0,5,53.0,0,57,0,1,0.0,0,0,1,0,0,0,0,1,52,9.43427887017479,1,0,0,1,0,0,1,0,1.7341773543266157,1,1,2.8716217110259006,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,100.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,109000
40,6,7.43451776658997,6.032148108039167,2,2,1,0,6,65.0,1,15,0,0,101.0,1,0,1,0,1,0,0,0,138,9.646158536724602,0,0,0,0,0,0,0,1,1.837998986816997,0,0,3.027400104035091,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,100.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160000
41,5,7.770060192334054,6.036698958584666,1,3,1,0,5,59.0,1,9,0,0,0.0,2,0,1,0,0,0,0,0,104,11.402597482461923,1,0,0,0,1,0,0,1,1.7735975151480445,1,0,3.2747221706220526,1,0,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,100.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,170000
42,5,7.1158945751527725,5.4527183582720475,2,2,1,0,5,83.0,0,33,0,1,0.0,0,0,0,0,0,0,0,0,240,9.788376603708496,1,0,0,0,0,0,1,1,1.8631295485586976,0,0,2.845631511208353,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,144000
43,5,7.172796098985823,5.5341472389363755,1,2,1,0,5,77.0,1,30,0,1,0.0,0,0,0,0,0,0,0,1,145,9.793703613355593,1,0,0,1,0,0,0,0,1.7735975151480445,1,1,2.847180154780827,0,0,0,1,0,0,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,130250
44,5,7.391559613409807,5.8233710096151645,1,2,1,0,6,59.0,1,9,0,1,0.0,0,0,1,0,1,0,0,0,0,9.441119080011513,1,0,0,0,0,0,0,1,1.7689360204744258,0,0,2.892507608519078,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,100.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141000
45,9,7.9327505248941925,6.469690801955894,2,3,0,1,6,105.0,0,55,1,0,412.0,1,0,0,1,1,1,0,0,278,9.354677943608573,0,0,0,0,1,0,0,1,1.888175022589804,0,0,2.794682392671241,0,0,0,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,100.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,319900
46,7,8.381076143034603,6.808620120552845,2,3,0,1,6,103.0,0,53,0,0,0.0,1,1,0,0,1,0,0,0,409,10.641159261603956,1,0,0,0,0,0,1,1,1.9169354119425461,1,0,2.6321480259049848,0,0,0,1,0,1,1,1,0,1,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,239686
47,8,7.599876072198454,6.379183325375719,3,2,0,0,7,106.0,0,56,0,1,0.0,0,1,0,0,1,0,0,0,146,10.263408432782432,1,0,0,0,0,0,1,1,1.9574830255522064,1,0,3.027400104035091,0,0,0,1,1,0,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,100.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,249700
48,4,6.839302760816047,6.172934291446435,0,2,1,0,8,-1.0,1,58,0,1,0.0,0,0,1,0,0,0,0,0,102,8.17026787034027,1,1,0,0,0,0,0,0,0.0,0,0,2.39678172692843,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,113000
49,5,7.1903451807852905,5.559053361924572,1,2,1,0,6,66.0,1,16,0,1,0.0,0,0,1,0,1,0,0,1,0,9.380225777124757,1,0,0,0,0,0,0,1,1.8140895870620402,0,0,2.8502698827717983,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,100.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,127000
50,6,7.03257080131533,6.191976988439285,2,3,1,0,6,97.0,1,47,0,1,0.0,0,0,0,0,0,0,1,0,75,10.852037530267905,1,0,1,0,0,0,0,1,1.8150273454416026,1,0,3.1548540894152213,0,0,0,1,0,0,1,1,1,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,177000
51,6,6.355943655622531,5.856010279957208,2,1,1,0,6,85.0,1,0,0,0,0.0,1,0,1,0,0,0,0,1,112,8.887838355445378,1,0,0,1,1,0,0,0,1.8718170215332923,0,1,2.68534961428265,0,1,0,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,77.94117647058823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114500
53,9,8.609385683126625,6.551223356576226,3,3,0,1,5,81.0,0,37,0,0,0.0,1,1,0,0,0,0,1,0,929,14.97370873545358,1,0,0,0,1,0,1,1,1.973030286723328,0,0,2.8716217110259006,1,0,0,1,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,100.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,385000
